Index,Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
174,Manhattan,Harlem (North),NW Corner of W 135 Street & 5 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,32,3899,
175,Brooklyn,East New York (North),East New York Farms: St. John Community Garden,"474 New Jersey Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.6676529,-73.8940832,75,4210,POINT (-73.8940832 40.6676529)
176,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,3991,
177,Manhattan,Financial District-Battery Park City,SmartComposting: Wall & Pearl Streets,Wall and Pearl Streets (Southwest corner),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,,,,40.70559,-74.00812,1,3848,POINT (-74.00812 40.70559)
178,Brooklyn,Bushwick (West),SW Corner of Central Avenue & Noll Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,4063,
179,Queens,Old Astoria-Hallets Point,SE Corner of 27 Avenue & 1 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4195,
180,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Cooper,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4094,
181,Bronx,Norwood,NE Corner of Hull Avenue & E 207 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,,,,,,52,4242,
182,Bronx,Mount Eden-Claremont (West),New Settlement- 170 Farm Stand,New Settlement Community Center 1501 Jerome Ave.,New Settlement- 170 Farm Stand,July 14th-November 24th,Wednesdays (Start Time: 2:30 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",http://www.newsettlementcommunitycenter.org/,204,16,,,,40.840005,-73.916636,44,4126,POINT (-73.916636 40.840005)
183,Manhattan,Financial District-Battery Park City,SmartComposting: Zuccotti Park,Zuccotti Park (East side),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,13,1000627501,1000000,40.70905,-74.01072,1,3843,POINT (-74.01072 40.70905)
184,Queens,Ridgewood,NW Corner of St . Nicholas Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,405,34,,,,,,104,4107,
185,Bronx,West Farms,Drew Gardens,"1070 East Tremont Avenue. between Bronx Street and, Boston Rd, The Bronx, NY 10460",Volunteers at Drew Gardens,Year Round,"Mondays, Wednesdays, and Fridays (Start Time: 4:00 PM - End Time:  7:00 PM)","Not accepted: meat, bones, or dairy",https://www.facebook.com/drewgardens.educationalrecreational,206,15,,,,40.839897,-73.879181,48,4223,POINT (-73.879181 40.839897)
186,Manhattan,East Harlem (South),SE Corner of E 112 Street & Park Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,3926,
187,Manhattan,Chinatown-Two Bridges,East Broadway & Rutgers Street,"East side of Rutgers St b/w East Broadway & Canal St, on the west side of Straus Sq",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,,,,40.714243,-73.990163,7,3862,POINT (-73.990163 40.714243)
188,Queens,Corona,Malcolm X FSDO,"111-26 Northern Blvd, Flushing, NY 11368",NYC Compost Project Hosted by Big Reuse,Year Round,Tuesdays (Start Time: 12:00 PM - End Time:  2:00 PM),,,404,21,,,,40.7496855,-73.8630721,110,4146,POINT (-73.8630721 40.7496855)
189,Staten Island,St. George-New Brighton,NE Corner of Richmond Terrace & Ferry Terminal Viaduct,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,4306,
190,Queens,Astoria (Central),SE Corner of 31st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4190,
191,Brooklyn,Gravesend (South),Avenue X at West Street,"SW corner of Avenue X and West Street, in front of Rite Aide, across from P.S.216",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,315,47,,,,40.590444,-73.970333,61,4278,POINT (-73.970333 40.590444)
192,Brooklyn,Bedford-Stuyvesant (East),NW Corner of Malcolm X Boulevard & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3948,
193,Queens,Astoria (Central),SE Corner of 31st Ave & Crescent St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4185,
194,Bronx,Kingsbridge Heights-Van Cortlandt Village,SW Corner of Heath Avenue & West Kingsbridge Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,208,14,,,,,,50,4246,
195,Queens,Old Astoria-Hallets Point,SW Corner of 31st Ave & 23rd St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4191,
196,Brooklyn,Crown Heights (North),SW Corner of Rogers Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3976,
197,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Green Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4082,
198,Bronx,Fordham Heights,NW Corner of Valentine Avenue & E 183 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,15,,,,,,46,4214,
199,Brooklyn,Bushwick (West),SW Corner of St . Nicholas Avenue & Stockholm Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4075,
200,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,Grace Foundation,460w Brielle Avenue,Grace Foundation,Year Round,Mondays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",graceofny.org,502,50,181,5009550100,5000000,40.592723,-74.135113,122,4317,POINT (-74.135113 40.592723)
201,Brooklyn,Kensington,Kensington Food Scrap Drop-off,McDonald Ave & Albemarle Rd,GrowNYC,Year Round,Saturdays (Start Time: 8:30 AM - End Time:  11:30 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,312,39,,,,40.64496,-73.98016,66,4053,POINT (-73.98016 40.64496)
202,Brooklyn,Crown Heights (North),NE Corner of Schenectady Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,3959,
203,Bronx,Mott Haven-Port Morris,Mott Haven Food Scrap Drop-off,545 East 142nd Street,GrowNYC,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,201,8,41,2022690021,2090354,40.809894,-73.915999,40,4114,POINT (-73.915999 40.809894)
204,Manhattan,West Village,Abingdon Square Greenmarket,W 12th St and 8th Ave,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,102,3,77,,,40.737472,-74.005095,6,4008,POINT (-74.005095 40.737472)
205,Manhattan,East Harlem (North),NW Corner of E 109 Street & 2 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,3921,
206,Brooklyn,Crown Heights (South),Crown Heights,Nostrand Ave & Crown St,GrowNYC,Year Round,Fridays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,309,35,,,,40.666485,-73.950935,71,4021,POINT (-73.950935 40.666485)
207,Manhattan,Harlem (South),SW Corner of St . Nicholas Avenue & W 118 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,3907,
208,Manhattan,Manhattanville-West Harlem,NE Corner of Amsterdam Avenue & W 133 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,3894,
209,Manhattan,Morningside Heights,SW Corner of W 114 Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,3889,
210,Queens,Jackson Heights,CLOSED FOR THE SEASON: Farm Spot CSA,33-50 82nd street,Volunteers at Farm Spot,June 23-Oct 27,Thursdays (Start Time: 6:00 PM - End Time:  7:30 PM),"Not accepted: meat, bones, or dairy",Farmspot.org,403,25,283,4012540032,4028776,40.754004,-73.885483,115,4153,POINT (-73.885483 40.754004)
211,Staten Island,Port Richmond,NW Corner of Innis Street & St Josephs Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,121,4287,
212,Staten Island,New Springville-Willowbrook-Bulls Head-Travis,*CLOSED FOR THE SEASON* Staten Island Mall Greenmarket,"Staten Island Mall, Marsh Ave & Ring Rd, Staten Island, NY 10314",NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,June 11 - November 19,Saturdays (Start Time: 8:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,502,51,,,,40.583757,-74.161931,121,4285,POINT (-74.161931 40.583757)
213,Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: 41st Street,Ditmars Boulevard and 41st Street,Astoria Pug,Year Round,Mondays (Start Time: 8:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,119,,,40.7724122,-73.9053388,114,4171,POINT (-73.9053388 40.7724122)
214,Brooklyn,Sunset Park (East)-Borough Park (West),Rappaport Playground,NW corner of Fort Hamilton Pkwy and 53rd Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,43,,,,40.636583,-74.000556,66,4055,POINT (-74.000556 40.636583)
215,Brooklyn,Brighton Beach,Brighton Beach Avenue at Coney Island Avenue,"South of Brighton Beach Avenue, between Coney Island Avenue and Brighton 11th Street",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,313,48,,,,40.5780034,-73.9591672,60,4274,POINT (-73.9591672 40.5780034)
216,Queens,Astoria (East)-Woodside (North),Astoria Pug: Newtown,"30-36 41st Street, Astoria, NY",Astoria Pug,Year Round,Fridays (Start Time: 11:00 AM - End Time:  4:30 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,149,4006810001,4011271,40.762667,-73.915111,114,4158,POINT (-73.915111 40.762667)
217,Manhattan,East Village,*CLOSED FOR THE SEASON* La Plaza Cultural Community Garden,674 East 9th Street,La Plaza Cultural Community Garden,April-November,Saturdays and Sundays (Start Time: 2:00 PM - End Time:  4:00 PM),"Please carefully read instructions here: https://bit.ly/laplazadropoff; Not accepted: meat, bones, or dairy",https://bit.ly/laplazadropoff,103,2,2602,,,40.7253498,-73.9786278,9,4040,POINT (-73.9786278 40.7253498)
218,Bronx,Throgs Neck-Schuylerville,SW  Corner of Throgs Neck Expressway & Randall Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,,,,,,45,4255,
219,Bronx,Soundview-Clason Point,NW Corner of Seward Avenue & Croes Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,,,,,,43,4139,
220,Brooklyn,Ocean Hill,NW Corner of Howard Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,,,,,,81,3932,
221,Manhattan,Washington Heights (North),181st Street Food Scrap Drop-off,"W 181st St & Fort Washington Ave, New York, NY 10033",GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,,,,40.850947,-73.938068,34,4023,POINT (-73.938068 40.850947)
222,Queens,Rockaway Beach-Arverne-Edgemere,*CLOSED FOR THE SEASON* Far Rock Urban Agro-Education Center,"45-55 Beach Channel Dr, Far Rockaway, NY, 11691",,July - November,Tuesdays & Thursdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",,414,31,,,,40.59549,-73.77648,101,4302,POINT (-73.77648 40.59549)
223,Manhattan,Chelsea-Hudson Yards,Hudson River Park Pier 66 at W 26 St,Pier 66 at W 26 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,,,,40.752222,-74.008278,10,3875,POINT (-74.008278 40.752222)
224,Queens,Queensbridge-Ravenswood-Dutch Kills,Socrates Sculpture Park,"Broadway & Vernon Blvd, Queens, NY 11106",Socrates Sculpture Park,Year Round,Every day (Start Time: 9:00 AM - End Time:  Dusk),"Not accepted: meat, bones, or dairy",socratessculpturepark.org,401,22,,,,40.768389,-73.937,114,4170,POINT (-73.937 40.768389)
225,Brooklyn,Bedford-Stuyvesant (East),NE Corner of Lewis Avenue & Green Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3944,
226,Bronx,Morrisania,Montefiore,871 Prospect Ave,GrowNYC,Year Round,Fridays (Start Time: 11:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,203,17,133,2026770090,2005014,40.820667,-73.901845,42,4143,POINT (-73.901845 40.820667)
227,Manhattan,Harlem (North),134th Street Farm,118 W 134th St,Harlem Grown,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",www.harlemgrown.org/volunteer,110,9,226,1019180046,1000000,40.8138017,-73.9428691,32,3896,POINT (-73.9428691 40.8138017)
228,Bronx,Mount Eden-Claremont (West),NW Corner of Sheridan Avenue & Marcy Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,,,,,,44,4128,
229,Manhattan,East Harlem (North),SE Corner of Pleasant Avenue & E 120 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,25,3917,
230,Queens,Springfield Gardens (North)-Rochdale Village,Brewer Food Scrap Drop-off Site,Guy R Brewer Blvd and Baisley Blvd. (Corner Near Walgreens),NYC Compost Project Hosted by Big Reuse,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",,412,28,,,,40.678179,-73.77964,113,4297,POINT (-73.77964 40.678179)
231,Brooklyn,Coney Island-Sea Gate,PS 90 Coney Island,"2840 W 12th Street, Brooklyn, NY 11224",PS 90 Coney Island,Year Round,Wednesdays (Start Time: 7:30 AM - End Time:  10:30 AM),"Not accepted: meat, bones, or dairy",,313,47,,,,40.5782545,-73.979703,60,4275,POINT (-73.979703 40.5782545)
232,Manhattan,Washington Heights (South),SW Corner of Amsterdam Avenue & W 160 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,33,4033,
233,Manhattan,Inwood Hill Park,Inwood Greenmarket,Seaman Ave and Isham St (N corner),GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,,,,40.870106,-73.920792,34,4028,POINT (-73.920792 40.870106)
234,Bronx,Morris Park,Albert Einstein College of Medicine (AECOM) Garden Club,Near 1975 Eastchester Road,Volunteers at Einstein Community Garden,Year Round,Wednesdays (Start Time: 4:00 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",,211,13,296,2042050002,2102976,40.8532261,-73.8434618,49,4260,POINT (-73.8434618 40.8532261)
235,Brooklyn,East Flatbush-Erasmus,Rogers / Tilden / Veronica Place Garden,"2601 - 2603 Tilden Avenue, Brooklyn 11226",Rogers / Tilden / Veronica Place Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",,317,40,,,,40.6472062,-73.9526235,67,4201,POINT (-73.9526235 40.6472062)
236,Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",NYC Compost Project Hosted by LES Ecology Center,Year Round,Sundays (Start Time: 8:00 AM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,,,,40.725995,-73.983207,9,4038,POINT (-73.983207 40.725995)
237,Bronx,Mott Haven-Port Morris,Friends of Brook Park Community Garden,"494 E 141st St, The Bronx, NY 10454",Volunteers at Friends of Brook Park Community Garden,Year Round,Saturdays and Sundays (Start Time: 10:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",,201,8,,,,40.8097074,-73.9185797,40,4115,POINT (-73.9185797 40.8097074)
238,Brooklyn,Williamsburg,Domino Park,"15 River Street Brooklyn, NY 11249",Staff at Domino Park,Year Round,"Mondays and Thursdays (Start Time: Mondays, 10:00 AM; Thursdays, 6:00 PM - End Time:  Mondays, 12:00 PM, Thursdays, 8:00 PM)","Not accepted: meat, bones, or dairy",http://www.dominopark.com/,301,33,,,,40.714448,-73.968049,90,4060,POINT (-73.968049 40.714448)
239,Queens,College Point,College Point FSDO,College Point Blvd & 14th Ave,Coastal Preservation Network,Year Round,Fridays (Start Time: 8:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",www.coastalpreservation.org,407,19,,,,40.7859379,-73.8458402,109,4292,POINT (-73.8458402 40.7859379)
240,Manhattan,Harlem (South),SE Corner of W 118 Street & Lenox Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,3906,
241,Bronx,Kingsbridge-Marble Hill,CLOSED FOR THE SEASON: Mediator's Composting Initiative,"260 West 231 Street Bronx, NY 10463",The Earth Ministry of The Church of The Mediator,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Donation: 25 cents per pound. Drop off location is by Bx7, Bx10, BX1 bus stop. Not accepted: meat, bones, or dairy",https://www.instagram.com/mediator_garden_and_composting/,208,11,,,,40.879849,-73.906856,50,4248,POINT (-73.906856 40.879849)
242,Brooklyn,Ocean Hill,Phoenix Community Garden,"36 Somers Street, Brooklyn, NY 11233",Phoenix Community Garden,March - November,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.phoenixcommunitygarden.org/,316,41,,,,40.6785,-73.912,73,3928,POINT (-73.912 40.6785)
243,Staten Island,St. George-New Brighton,SE Corner of Stuyvesant Place & Schuyler Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,4307,
244,Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,,,,40.742827,-74.0078384,10,3874,POINT (-74.0078384 40.742827)
245,Brooklyn,Bedford-Stuyvesant (East),SW Corner of Patchen Avenue & Monroe Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3937,
246,Queens,Kew Gardens,Kew Gardens Cinemas Park,"8105 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens CSA, sponsored by Kew Gardens Cinemas",Year Round,Sundays (Start Time: 8:30 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",kewgardenscsa.org,409,29,,,,40.70888,-73.82917,102,4265,POINT (-73.82917 40.70888)
247,Manhattan,West Village,Hudson River Park's Pier 51 at Horatio St.,Pier 51 at Horatio St. near playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,,,,40.738228,-74.0104549,6,4006,POINT (-74.0104549 40.738228)
248,Queens,Astoria (Central),Astoria Pug: Most Precious Blood,"32-23 36th St, Queens, NY 11106 (inside parking lot)",Astoria Pug,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.75914,-73.92146,114,4175,POINT (-73.92146 40.75914)
249,Queens,Sunnyside,Woodside Sunnyside Composting,"38-63-38-1 50th St, Woodside, NY 11377",Volunteers at Woodside Sunnyside Composting,Year Round,"Sundays (Start Time: 2:00 PM - End Time:  5:00 PM (Spring, Summer))","Not accepted: meat, bones, or dairy",https://www.woodsidesunnysidecomposting.org/,402,26,,,,40.75013,-73.91369,108,4270,POINT (-73.91369 40.75013)
250,Manhattan,Financial District-Battery Park City,Battery Park City Authority Rockefeller Park,Lower level downstairs at corner of Chambers St and River Terrace,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://bpca.ny.gov/nature-and-sustainability/sustainability/,101,1,,,,40.7183877,-74.0148782,1,3853,POINT (-74.0148782 40.7183877)
251,Brooklyn,Prospect Heights,SW Corner of Washington Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3984,
252,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4083,
253,Bronx,Parkchester,SE Corner of Purdy Street & E Tremont Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,,,,,,43,4138,
254,Brooklyn,Crown Heights (North),NE Corner of Franklin Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3969,
255,Bronx,Belmont,NE Corner of Bathgate Avenue & E 189 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,4233,
256,Queens,Astoria (East)-Woodside (North),SE Corner of 38th St & 31st St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4160,
257,Bronx,Longwood,Kelly Street Garden,"924 Kelly St, The Bronx, NY 10459",Volunteers at Kelly Street Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/kellyst.garden/,202,17,,,,40.820124,-73.895674,41,4132,POINT (-73.895674 40.820124)
258,Manhattan,East Harlem (North),CLOSED FOR THE SEASON: Lydia's Magic Garden,"1665 Park Avenue, Manhattan 10035 between 117th and 118th Streets",Lydia's Magic Garden,Seasonal,"Tuesday-Sunday (Start Time: Tuesday 5:00 PM; Wednesday 7:30AM; Thursday 6:00 PM; Friday 8:00 AM; Saturday 10:00 AM; Sunday 10:00 AM - End Time:  Tuesday 7:00 PM; Wednesday 9:00 AM; Thursday 7:00PM; Friday 10:00 AM, Saturday 12:00 PM; Sunday 12:00 PM)","Bring food scraps inside the garden to place in the compost tumbler. Not accepted: meat, bones, or dairy",https://www.facebook.com/lydiasmagicgarden/,111,8,,,,40.80014,-73.94232,25,3913,POINT (-73.94232 40.80014)
